"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"FF","2024-05-02","92.2","-0.94","5.2","Kwan, Steven",680757,681293,,"foul",,,,,5,"Steven Kwan walks.","R","L","R","HOU","CLE","S",,,3,1,2024,"-0.73","1.47","-0.21","2.08",,677587,,1,3,"Top",,,,,673237,,,3.5181272875973875,-134.056306757595,-5.313590208684992,-9.572443330526296,31.360402340731245,-13.551430203143921,"3.22","1.46",185,"79.5",62,"93.5",2246,"7.3",746403,681293,673237,572138,514888,608324,665161,643289,676694,663656,"53.18",,,,,,,,16,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",218,"0","-0.105","65.48737","6.97405"
"FC","2024-05-02","86.4","-1.39","5.05","Kwan, Steven",680757,681293,,"ball",,,,,12,"Steven Kwan walks.","R","L","R","HOU","CLE","B",,,2,1,2024,"0.42","0.71","0.27","3.61",,677587,,1,3,"Top",,,,,673237,,,3.1751597657662285,-125.93280167041756,1.3557813466123787,3.819241999141351,24.533724893169527,-25.10656614160121,"3.17","1.48",,,,"88.3",2444,"7.3",746403,681293,673237,572138,514888,608324,665161,643289,676694,663656,"53.23",,,,,,,,16,4,"Cutter",0,0,0,0,0,0,0,0,"Standard","Strategic",173,"0","0.096",,
"CU","2024-05-02","76.6","-1.28","5.2","Kwan, Steven",680757,681293,,"ball",,,,,7,"Steven Kwan walks.","R","L","R","HOU","CLE","B",,,1,1,2024,"1.24","-0.84","-0.8","1.41",,677587,,1,3,"Top",,,,,673237,,,-1.2608614311196984,-111.45705212563094,0.6080734589573171,10.553989995887385,21.377272569221848,-39.51563287064247,"3.1","1.44",,,,"77.6",2670,"7.1",746403,681293,673237,572138,514888,608324,665161,643289,676694,663656,"53.37",,,,,,,,16,3,"Curveball",0,0,0,0,0,0,0,0,"Standard","Strategic",59,"0","0.047",,
"FC","2024-05-02","87.1","-1.43","4.92","Kwan, Steven",680757,681293,,"foul",,,,,6,"Steven Kwan walks.","R","L","R","HOU","CLE","S",,,1,0,2024,"0.2","0.75","0.33","2.5",,677587,,1,3,"Top",,,,,673237,,,3.8856964581429523,-126.88525738671291,-1.2031108664628276,1.33577472431828,26.100881182059986,-24.04674411022561,"3.22","1.46",223,"76.5",48,"88.8",2511,"7.3",746403,681293,673237,572138,514888,608324,665161,643289,676694,663656,"53.18",,,,,,,,16,2,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",198,"0","-0.052","65.10549","6.30213"
"FF","2024-05-02","93.1","-1.18","5.25","Kwan, Steven",680757,681293,,"ball",,,,,12,"Steven Kwan walks.","R","L","R","HOU","CLE","B",,,0,0,2024,"-0.7","1.28","0.54","3.77",,677587,,1,3,"Top",,,,,673237,,,6.10006376667105,-135.37628103192327,-0.8068626664242827,-10.044120163720981,31.662813513393125,-16.56161128225659,"3.25","1.53",,,,"94.5",2341,"7.3",746403,681293,673237,572138,514888,608324,665161,643289,676694,663656,"53.18",,,,,,,,16,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",220,"0","0.033",,
"FF","2024-05-02","90.3","-2.14","4.62","Kwan, Steven",680757,661527,"field_out","hit_into_play",,,,,4,"Steven Kwan grounds out, shortstop Jeremy Peña to first baseman Jon Singleton.","R","L","R","HOU","CLE","X",6,"ground_ball",3,1,2024,"-1.16","0.86","-0.42","2.45",,672356,,2,9,"Top",106.9,143.98,,,673237,,,6.836108754081916,-131.40245794424078,-1.2821522137274823,-14.883638239309075,27.791919381784737,-22.161877749348452,"3.22","1.46",7,"95.3",-18,"91.2",1963,"6.8",746403,661527,673237,572138,514888,608324,665161,643289,676694,663656,"53.67",0.117,0.116,"0",1,0,0,2,76,5,"4-Seam Fastball",8,2,2,8,2,8,2,8,"Standard","Standard",246,"0","-0.394","61.00223","5.67713"
"CH","2024-05-02","85.6","-2.03","4.78","Kwan, Steven",680757,661527,,"blocked_ball",,,,,14,"Steven Kwan grounds out, shortstop Jeremy Peña to first baseman Jon Singleton.","R","L","R","HOU","CLE","B",,,2,1,2024,"-1.17","0.11","0.77","0.18",,672356,,2,9,"Top",,,,,673237,,,9.093263549207515,-124.2194697430217,-4.792490438375795,-14.040235875676313,26.624603796076407,-30.165045101870763,"3.3","1.53",,,,"86.5",1733,"7.2",746403,661527,673237,572138,514888,608324,665161,643289,676694,663656,"53.33",,,,,,,,76,4,"Changeup",8,2,2,8,2,8,2,8,"Standard","Standard",251,"0","0.05",,
"FF","2024-05-02","91.3","-2.19","4.58","Kwan, Steven",680757,661527,,"ball",,,,,14,"Steven Kwan grounds out, shortstop Jeremy Peña to first baseman Jon Singleton.","R","L","R","HOU","CLE","B",,,1,1,2024,"-1.05","1.02","1.25","2.21",,672356,,2,9,"Top",,,,,673237,,,11.081935268528145,-132.47190043351875,-2.236471661360186,-14.824972130191355,30.38092005536938,-19.93870284854873,"3.21","1.51",,,,"92.3",2227,"7.2",746403,661527,673237,572138,514888,608324,665161,643289,676694,663656,"53.3",,,,,,,,76,3,"4-Seam Fastball",8,2,2,8,2,8,2,8,"Standard","Standard",236,"0","0.043",,
"FF","2024-05-02","91.7","-2.27","4.6","Kwan, Steven",680757,661527,,"called_strike",,,,,4,"Steven Kwan grounds out, shortstop Jeremy Peña to first baseman Jon Singleton.","R","L","R","HOU","CLE","S",,,1,0,2024,"-1.08","0.89","-0.69","2.69",,672356,,2,9,"Top",,,,,673237,,,6.398495211932286,-133.3359698162271,-0.8536811195560603,-14.334295573446386,30.871229344669324,-21.592896892568472,"3.28","1.51",,,,"92.1",2301,"6.8",746403,661527,673237,572138,514888,608324,665161,643289,676694,663656,"53.74",,,,,,,,76,2,"4-Seam Fastball",8,2,2,8,2,8,2,8,"Standard","Standard",239,"0","-0.048",,
"FF","2024-05-02","91.2","-2.3","4.57","Kwan, Steven",680757,661527,,"ball",,,,,11,"Steven Kwan grounds out, shortstop Jeremy Peña to first baseman Jon Singleton.","R","L","R","HOU","CLE","B",,,0,0,2024,"-1.11","1.01","-1.22","2.54",,672356,,2,9,"Top",,,,,673237,,,5.145404106512041,-132.6407928772349,-1.3138498443461928,-14.192169758172422,30.95573943612576,-20.294852090974683,"3.28","1.51",,,,"91.9",2196,"7",746403,661527,673237,572138,514888,608324,665161,643289,676694,663656,"53.54",,,,,,,,76,1,"4-Seam Fastball",8,2,2,8,2,8,2,8,"Standard","Standard",242,"0","0.016",,
"FS","2024-05-02","87.3","-3.51","4.98","Kwan, Steven",680757,605463,"field_out","hit_into_play",,,,,5,"Steven Kwan grounds out, first baseman Jon Singleton to pitcher Tayler Scott.","R","L","R","HOU","CLE","X",3,"ground_ball",2,2,2024,"-0.69","-0.29","-0.17","2.32",,677587,,2,7,"Top",158.61,164.76,,,673237,,,9.394273810643798,-126.79979681583097,0.3484695028395617,-9.323708027936764,25.86506885801725,-35.55483232062604,"3.22","1.46",2,"69.3",-45,"86.7",1629,"6",746403,605463,673237,572138,514888,608324,665161,643289,676694,663656,"54.49",0.134,0.13,"0",1,0,0,2,54,5,"Split-Finger",3,2,2,3,2,3,2,3,"Standard","Standard",260,"0.065","-0.275","70.80132","6.16658"
"FS","2024-05-02","86.1","-3.41","4.97","Kwan, Steven",680757,605463,,"swinging_strike",,,,,14,"Steven Kwan grounds out, first baseman Jon Singleton to pitcher Tayler Scott.","R","L","R","HOU","CLE","S",,,2,1,2024,"-1.45","-0.23","0.39","0.73",,677587,,2,7,"Top",,,,,673237,,,11.832484024846822,-124.82756722812024,-3.2472669913136674,-17.58738546673481,26.206320257119863,-34.08472567649882,"3.22","1.46",,,,"85.1",1487,"5.9",746403,605463,673237,572138,514888,608324,665161,643289,676694,663656,"54.58",,,,,,,,54,4,"Split-Finger",3,2,2,3,2,3,2,3,"Standard","Standard",255,"0","-0.069","61.38571","8.3342"
"FF","2024-05-02","93.3","-3.61","5.08","Kwan, Steven",680757,605463,,"ball",,,,,11,"Steven Kwan grounds out, first baseman Jon Singleton to pitcher Tayler Scott.","R","L","R","HOU","CLE","B",,,1,1,2024,"-1.33","1.03","-1.48","3.15",,,677587,2,7,"Top",,,,,673237,,,8.315514801731057,-135.5793450840851,-1.3966344124281238,-18.336079521304665,33.14481453678229,-19.4524133418341,"3.23","1.52",,,,"91.8",2057,"5.7",746403,605463,673237,572138,514888,608324,665161,643289,676694,663656,"54.77",,,,,,,,54,3,"4-Seam Fastball",3,2,2,3,2,3,2,3,"Standard","Standard",246,"-0.02","0.042",,
"FS","2024-05-02","86.3","-3.4","4.9","Kwan, Steven",680757,605463,,"blocked_ball",,,,,14,"Steven Kwan grounds out, first baseman Jon Singleton to pitcher Tayler Scott.","R","L","R","HOU","CLE","B",,,0,1,2024,"-1.08","-0.21","0.81","0.52",,,677587,2,7,"Top",,,,,673237,,,12.05978179209398,-125.07505779834617,-3.700142721168227,-13.706966682590062,24.461064081618048,-33.82216469502623,"3.24","1.49",,,,"85.4",1483,"5.9",746403,605463,673237,572138,514888,608324,665161,643289,676694,663656,"54.63",,,,,,,,54,2,"Split-Finger",3,2,2,3,2,3,2,3,"Standard","Standard",263,"0","0.027",,
"FF","2024-05-02","92.5","-3.7","5.05","Kwan, Steven",680757,605463,,"called_strike",,,,,5,"Steven Kwan grounds out, first baseman Jon Singleton to pitcher Tayler Scott.","R","L","R","HOU","CLE","S",,,0,0,2024,"-1.5","0.95","-0.13","2.35",,,677587,2,7,"Top",,,,,673237,,,12.190107797567482,-134.1033615508318,-3.072228242160475,-20.694684598868577,29.315454434850786,-20.184044315197912,"3.24","1.49",,,,"91.3",2206,"5.8",746403,605463,673237,572138,514888,608324,665161,643289,676694,663656,"54.73",,,,,,,,54,1,"4-Seam Fastball",3,2,2,3,2,3,2,3,"Standard","Standard",239,"0","-0.039",,
"CU","2024-05-02","77.6","-1.3","5.17","Kwan, Steven",680757,681293,"field_out","hit_into_play",,,,,7,"Steven Kwan grounds out, second baseman Jose Altuve to first baseman Jon Singleton.","R","L","R","HOU","CLE","X",4,"ground_ball",1,2,2024,"1.45","-0.8","-0.3","1.81",,,,0,1,"Top",147.56,144.21,,,673237,,,-0.5325659663751285,-112.88682992042773,1.2928663046700306,12.415355660022328,22.38050476039679,-39.41851226290347,"3.22","1.46",5,"86.1",-21,"78.4",2895,"7.1",746403,681293,673237,572138,514888,608324,665161,643289,676694,663656,"53.41",0.091,0.088,"0",1,0,0,2,1,4,"Curveball",0,0,0,0,0,0,0,0,"Standard","Strategic",63,"0.022","-0.167","63.25606","6.71876"
"FF","2024-05-02","94.3","-1.18","5.18","Kwan, Steven",680757,681293,,"ball",,,,,11,"Steven Kwan grounds out, second baseman Jose Altuve to first baseman Jon Singleton.","R","L","R","HOU","CLE","B",,,0,2,2024,"-0.81","1.35","-0.26","4.19",,,,0,1,"Top",,,,,673237,,,4.266373257717495,-137.1762622429143,0.1690302453059419,-11.220760764716465,32.73910324534621,-15.534319268406774,"3.25","1.47",,,,"95.3",2353,"7.1",746403,681293,673237,572138,514888,608324,665161,643289,676694,663656,"53.45",,,,,,,,1,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic",216,"0","0.021",,
"FF","2024-05-02","93.2","-0.99","5.19","Kwan, Steven",680757,681293,,"foul",,,,,4,"Steven Kwan grounds out, second baseman Jose Altuve to first baseman Jon Singleton.","R","L","R","HOU","CLE","S",,,0,1,2024,"-1","1.42","-0.46","2.02",,,,0,1,"Top",,,,,673237,,,3.6120082902605546,-135.5979635891652,-5.569507621991283,-13.073177778788807,31.980753258306528,-13.653687052623745,"3.22","1.46",7,"67.7",-15,"94.5",2340,"7.2",746403,681293,673237,572138,514888,608324,665161,643289,676694,663656,"53.29",,,,,,,,1,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic",216,"0","-0.049","35.71235","4.87021"
"FF","2024-05-02","93.3","-0.85","5.24","Kwan, Steven",680757,681293,,"called_strike",,,,,8,"Steven Kwan grounds out, second baseman Jose Altuve to first baseman Jon Singleton.","R","L","R","HOU","CLE","S",,,0,0,2024,"-0.9","1.62","0.09","2",,,,0,1,"Top",,,,,673237,,,4.462663955816833,-135.66781263947806,-6.161182168805215,-12.100353915562087,32.010130818500436,-11.050357284246976,"3.23","1.47",,,,"94.3",2351,"7.1",746403,681293,673237,572138,514888,608324,665161,643289,676694,663656,"53.4",,,,,,,,1,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic",221,"0","-0.033",,
"FF","2024-05-01","93.4","-1.77","7.12","Kwan, Steven",680757,434378,"triple","hit_into_play",,,,,8,"Steven Kwan triples (2) on a line drive to right fielder Kyle Tucker.   Brayan Rocchio scores.","R","L","R","HOU","CLE","X",9,"line_drive",0,1,2024,"-0.52","1.49","0.27","1.67",,,677587,2,5,"Top",202.71,119.14,,,605170,,,6.338548184241008,-135.33106297986666,-11.347342818332287,-7.916385279673598,33.3950688789008,-11.3959890186851,"3.22","1.47",203,"99.1",12,"92.1",2426,"6",746399,434378,605170,572138,514888,608324,665161,694388,643289,663656,"54.47",0.931,0.879,"1.6",1,1,2,4,33,2,"4-Seam Fastball",0,1,1,0,2,0,2,0,"Standard","Standard",207,"-0.136","1.155","63.0084","7.03413"
"CH","2024-05-01","84.2","-2.14","6.98","Kwan, Steven",680757,434378,,"called_strike",,,,,13,"Steven Kwan triples (2) on a line drive to right fielder Kyle Tucker.   Brayan Rocchio scores.","R","L","R","HOU","CLE","S",,,0,0,2024,"-1.43","0.32","-1.01","2.16",,,677587,2,5,"Top",,,,,605170,,,5.421202540845995,-122.45049112320456,-5.34216350349077,-15.412461981902037,26.29017510341853,-28.075105141510473,"3.29","1.52",,,,"83.4",1727,"6",746399,434378,605170,572138,514888,608324,665161,694388,643289,663656,"54.48",,,,,,,,33,1,"Changeup",0,1,1,0,1,0,1,0,"Standard","Standard",238,"0","-0.039",,
"FF","2024-05-01","94.1","-1.84","7.07","Kwan, Steven",680757,434378,"field_out","hit_into_play",,,,,11,"Steven Kwan lines out to left fielder Joey Loperfido.","R","L","R","HOU","CLE","X",7,"line_drive",2,2,2024,"-0.84","1.52","-1.22","3.04",,,677587,1,3,"Top",70.4,130.29,,,605170,,,3.423267305831734,-136.74909225055166,-8.014837367387242,-11.246663021212331,31.92667574914257,-11.517748957281373,"3.22","1.47",260,"80.2",28,"93.3",2311,"6",746399,434378,605170,572138,514888,608324,665161,694388,643289,663656,"54.48",0.14,0.136,"0",1,0,0,3,16,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",208,"0.031","-0.275","58.64402","6.25884"
"SL","2024-05-01","86.7","-1.96","7.03","Kwan, Steven",680757,434378,,"ball",,,,,9,"Steven Kwan lines out to left fielder Joey Loperfido.","R","L","R","HOU","CLE","B",,,1,2,2024,"0.58","0.24","0.54","1.45",,,677587,1,3,"Top",,,,,605170,,,4.7658259977809605,-126.08907322315144,-7.533710721685654,5.105041270871637,27.042272798524305,-28.23535709440949,"3.24","1.47",,,,"86",2382,"6",746399,434378,605170,572138,514888,608324,665161,694388,643289,663656,"54.51",,,,,,,,16,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",158,"0","0.056",,
"FF","2024-05-01","92.2","-1.89","7.12","Kwan, Steven",680757,434378,,"foul",,,,,4,"Steven Kwan lines out to left fielder Joey Loperfido.","R","L","R","HOU","CLE","S",,,1,1,2024,"-0.71","1.6","-0.67","2.07",,,677587,1,3,"Top",,,,,605170,,,4.582234603655585,-133.85668705646137,-10.315007012400754,-9.580391210032301,31.700477186416535,-10.871031759116931,"3.22","1.47",208,"73.6",30,"91",2434,"5.9",746399,434378,605170,572138,514888,608324,665161,694388,643289,663656,"54.58",,,,,,,,16,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",209,"0","-0.069","65.09919","5.95275"
"FF","2024-05-01","93.8","-2.05","7.04","Kwan, Steven",680757,434378,,"ball",,,,,11,"Steven Kwan lines out to left fielder Joey Loperfido.","R","L","R","HOU","CLE","B",,,0,1,2024,"-0.81","1.53","-0.64","3.86",,,677587,1,3,"Top",,,,,605170,,,5.387899875473498,-136.27622524727911,-5.756048434173024,-11.357171145124207,33.47034703302478,-12.126701144035902,"3.23","1.5",,,,"92.6",2445,"5.9",746399,434378,605170,572138,514888,608324,665161,694388,643289,663656,"54.58",,,,,,,,16,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",208,"0","0.035",,
"CH","2024-05-01","85.2","-2.09","6.94","Kwan, Steven",680757,434378,,"called_strike",,,,,4,"Steven Kwan lines out to left fielder Joey Loperfido.","R","L","R","HOU","CLE","S",,,0,0,2024,"-1.13","0.91","-0.37","2.57",,,677587,1,3,"Top",,,,,605170,,,6.258688499046277,-123.84933360371399,-5.71909967604091,-12.896139180810911,25.91225834108361,-21.825904822611616,"3.23","1.5",,,,"84.5",1814,"6",746399,434378,605170,572138,514888,608324,665161,694388,643289,663656,"54.51",,,,,,,,16,1,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",233,"0","-0.047",,
"FF","2024-05-01","95.7","-2","5.81","Kwan, Steven",680757,681869,"double","hit_into_play",,,,,4,"Steven Kwan doubles (6) on a line drive to left fielder Trey Cabbage.   Gabriel Arias scores.    Brayan Rocchio to 3rd.","R","L","R","HOU","CLE","X",7,"line_drive",2,1,2024,"-1","1.14","-0.55","2.09",,672356,677587,0,10,"Top",60.63,141.97,,,605170,,,6.089279434059866,-139.05898128691553,-6.735093158693401,-14.317473401008682,33.1228230290982,-16.086720086937717,"3.22","1.47",151,"88.2",9,"95.7",2299,"6.5",746399,681869,605170,643289,514888,608324,665161,663550,694388,663656,"54",0.529,0.494,"1.25",1,1,1,4,72,4,"4-Seam Fastball",2,2,2,2,3,2,3,2,"Standard","Standard",219,"-0.301","1.417","60.89633","5.86363"
"FF","2024-05-01","95.5","-1.87","5.94","Kwan, Steven",680757,681869,,"foul",,,,,1,"Steven Kwan doubles (6) on a line drive to left fielder Trey Cabbage.   Gabriel Arias scores.    Brayan Rocchio to 3rd.","R","L","R","HOU","CLE","S",,,2,0,2024,"-0.79","1.38","-0.56","2.93",,672356,677587,0,10,"Top",,,,,605170,,,5.273407198531955,-138.87382879072007,-5.351861003518245,-11.453466061392792,34.09708916268244,-13.344580866463778,"3.22","1.47",293,"86.3",36,"95.6",2308,"6.6",746399,681869,605170,643289,514888,608324,665161,663550,694388,663656,"53.9",,,,,,,,72,3,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",215,"0","-0.168","66.33218","5.80317"
"CH","2024-05-01","88.7","-2.05","5.71","Kwan, Steven",680757,681869,,"ball",,,,,13,"Steven Kwan doubles (6) on a line drive to left fielder Trey Cabbage.   Gabriel Arias scores.    Brayan Rocchio to 3rd.","R","L","R","HOU","CLE","B",,,1,0,2024,"-1.3","-0.18","-1.5","1.4",,672356,677587,0,10,"Top",,,,,605170,,,4.1146119772867555,-129.09390235419477,-4.126835930438535,-15.433246836612382,27.88519209973826,-33.476024467696035,"3.17","1.31",,,,"89.2",1608,"6.7",746399,681869,605170,643289,514888,608324,665161,663550,694388,663656,"53.81",,,,,,,,72,2,"Changeup",2,2,2,2,2,2,2,2,"Strategic","Standard",249,"0","0.163",,
"FF","2024-05-01","95","-1.8","5.95","Kwan, Steven",680757,681869,,"ball",,,,,12,"Steven Kwan doubles (6) on a line drive to left fielder Trey Cabbage.   Gabriel Arias scores.    Brayan Rocchio to 3rd.","R","L","R","HOU","CLE","B",,,0,0,2024,"-0.54","1.58","0.69","4.16",,672356,677587,0,10,"Top",,,,,605170,,,7.766616692846047,-138.15065846772873,-2.5572696032941113,-8.67617618863048,32.453392691284186,-11.61195494111929,"3.23","1.45",,,,"95.4",2333,"6.7",746399,681869,605170,643289,514888,608324,665161,663550,694388,663656,"53.82",,,,,,,,72,1,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Strategic","Standard",214,"0","0.092",,
"FF","2024-05-01","95.1","-1.9","5.15","Kwan, Steven",680757,606160,"field_out","hit_into_play",,,,,3,"Steven Kwan lines out to shortstop Jeremy Peña.","R","L","R","HOU","CLE","X",6,"line_drive",0,2,2024,"-0.95","1.23","0.6","2.8",,,,0,8,"Top",106.52,145.94,,,605170,,,8.631416660001511,-138.19884540554526,-3.2320123313724984,-14.054533051125098,31.378544036167664,-15.930485267039753,"3.22","1.47",147,"62",20,"94.7",2396,"6.2",746399,606160,605170,572138,514888,608324,665161,694388,643289,663656,"54.32",0.42,0.378,"0",1,0,0,2,55,3,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",226,"0.046","-0.146","56.91606","5.21894"
"FF","2024-05-01","95","-2.09","5.15","Kwan, Steven",680757,606160,,"foul",,,,,5,"Steven Kwan lines out to shortstop Jeremy Peña.","R","L","R","HOU","CLE","S",,,0,1,2024,"-0.82","1.22","-0.22","2.39",,,,0,8,"Top",,,,,605170,,,6.723950943607786,-138.12573387190744,-4.264507522428669,-12.02300638229021,32.88068769843473,-15.761951803082798,"3.22","1.47",272,"84.8",31,"94.7",2229,"6.3",746399,606160,605170,572138,514888,608324,665161,694388,643289,663656,"54.17",,,,,,,,55,2,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",228,"0","-0.049","63.31803","5.8059"
"FF","2024-05-01","92.9","-1.87","6.94","Kwan, Steven",680757,434378,"single","hit_into_play",,,,,8,"Steven Kwan singles on a ground ball to center fielder Mauricio Dubón.","R","L","R","HOU","CLE","X",8,"ground_ball",1,0,2024,"-0.97","1.41","-0.03","1.88",,,,0,1,"Top",125.26,117.8,,,605170,,,6.746025336037881,-134.67528006145753,-10.016743316583124,-13.364322142327241,33.66241200234471,-12.86480917611069,"3.22","1.47",104,"70.6",11,"91.1",2435,"5.8",746399,434378,605170,572138,514888,608324,665161,694388,643289,663656,"54.74",0.3,0.292,"0.9",1,1,0,2,1,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",216,"-0.036","0.368","73.49104","7.45086"
"FF","2024-05-01","94.3","-2.02","5.18","Kwan, Steven",680757,606160,,"called_strike",,,,,11,"Steven Kwan lines out to shortstop Jeremy Peña.","R","L","R","HOU","CLE","S",,,0,0,2024,"-0.9","1.23","-0.94","2.53",,,,0,8,"Top",,,,,605170,,,4.804173867086722,-137.12798327031123,-3.8607500637131413,-12.425971468347027,33.41046290458081,-16.089907236770685,"3.23","1.48",,,,"93.6",2294,"6.1",746399,606160,605170,572138,514888,608324,665161,694388,643289,663656,"54.36",,,,,,,,55,1,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",225,"0","-0.033",,
"FF","2024-05-01","93","-1.96","6.97","Kwan, Steven",680757,434378,,"ball",,,,,13,"Steven Kwan singles on a ground ball to center fielder Mauricio Dubón.","R","L","R","HOU","CLE","B",,,0,0,2024,"-1.07","1.46","-1.13","1.48",,,,0,1,"Top",,,,,605170,,,4.402366855975615,-134.77868352091056,-11.203454580771176,-13.941215673178393,34.52010401327178,-12.027287720127898,"3.19","1.52",,,,"91.2",2482,"5.8",746399,434378,605170,572138,514888,608324,665161,694388,643289,663656,"54.69",,,,,,,,1,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",220,"0","0.034",,
"FF","2024-04-30","93.8","-1.21","6.23","Kwan, Steven",680757,686613,"triple","hit_into_play",,,,,8,"Steven Kwan triples (1) on a sharp line drive to center fielder Jake Meyers.","R","L","R","HOU","CLE","X",8,"line_drive",2,1,2024,"-0.4","1.39","0.19","1.98",,,,0,6,"Top",156.1,43.23,,,673237,,,4.53144914279078,-136.339658579019,-8.332219107759627,-6.003420158003925,32.07317349419322,-13.138292731694811,"3.22","1.46",344,"102.1",17,"94.1",2361,"6.7",746398,686613,673237,572138,514888,608324,665161,694388,676694,663656,"53.82",0.483,0.545,"1.6",1,1,2,5,45,4,"4-Seam Fastball",8,3,3,8,3,8,3,8,"Standard","Standard",208,"-0.03","0.847","71.37573","6.5063"
"KC","2024-04-30","81.5","-1.18","6.37","Kwan, Steven",680757,686613,,"ball",,,,,7,"Steven Kwan triples (1) on a sharp line drive to center fielder Jake Meyers.","R","L","R","HOU","CLE","B",,,1,1,2024,"0.52","-1.13","-0.57","1.46",,,,0,6,"Top",,,,,673237,,,0.3726351049869071,-118.56116181635835,-2.1632411744426405,4.792254860122058,25.9211007125343,-42.53238314185529,"3.14","1.4",,,,"81.4",2461,"6.6",746398,686613,673237,572138,514888,608324,665161,694388,676694,663656,"53.91",,,,,,,,45,3,"Knuckle Curve",8,3,3,8,3,8,3,8,"Standard","Standard",16,"0","0.048",,
"FF","2024-04-30","93.1","-1.29","6.43","Kwan, Steven",680757,686613,,"ball",,,,,11,"Steven Kwan triples (1) on a sharp line drive to center fielder Jake Meyers.","R","L","R","HOU","CLE","B",,,0,1,2024,"-0.29","1.52","-0.89","4.97",,,,0,6,"Top",,,,,673237,,,1.667662092352838,-135.6112831632335,-1.2900101075754162,-3.927310519746264,32.51872253755948,-13.449928712265969,"3.26","1.42",,,,"93.1",2436,"6.4",746398,686613,673237,572138,514888,608324,665161,694388,676694,663656,"54.07",,,,,,,,45,2,"4-Seam Fastball",8,3,3,8,3,8,3,8,"Standard","Standard",195,"0","0.023",,
"FF","2024-04-30","93.6","-1.23","6.29","Kwan, Steven",680757,686613,,"called_strike",,,,,11,"Steven Kwan triples (1) on a sharp line drive to center fielder Jake Meyers.","R","L","R","HOU","CLE","S",,,0,0,2024,"-0.38","1.37","-0.64","3.23",,,,0,6,"Top",,,,,673237,,,2.3782107903243146,-136.21961269234473,-5.188442908885784,-5.295223207504427,31.95682314497143,-14.156853633719917,"3.11","1.44",,,,"94.1",2174,"6.7",746398,686613,673237,572138,514888,608324,665161,694388,676694,663656,"53.8",,,,,,,,45,1,"4-Seam Fastball",8,3,3,8,3,8,3,8,"Standard","Standard",202,"0","-0.033",,
"CH","2024-04-30","88.2","-1.35","6.16","Kwan, Steven",680757,686613,"walk","ball",,,,,11,"Steven Kwan walks.","R","L","R","HOU","CLE","B",,,3,2,2024,"-1.24","0.64","-1.1","2.65",,,,0,3,"Top",,,,,673237,,,3.2145638657091458,-128.46647082705613,-3.814486888145319,-14.388504092403611,26.58289964703896,-24.515083475120832,"3.23","1.47",,,,"88.7",1461,"6.5",746398,686613,673237,572138,514888,608324,665161,694388,676694,663656,"53.95",,0.689131,"0.7",1,0,0,,16,7,"Changeup",0,3,3,0,3,0,3,0,"Standard","Standard",217,"-0.02","0.333",,
